g,name1,name2,correct_idx,selected_idx
g1,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/computer_g1/31.png,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/human_g10/19.png,1,1
g10,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/computer_g10/84.png,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/human_g10/14.png,1,0
g1,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/human_g10/20.png,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/computer_g1/30.png,0,0
g10,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/computer_g10/69.png,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/human_g10/81.png,1,0
g10,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/human_g10/56.png,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/computer_g10/75.png,0,1
g1,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/human_g10/51.png,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/computer_g1/76.png,0,0
g10,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/computer_g10/74.png,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/human_g10/4.png,1,0
g10,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/human_g10/47.png,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/computer_g10/70.png,0,1
g10,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/human_g10/58.png,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/computer_g10/40.png,0,0
g10,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/human_g10/56.png,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/computer_g10/29.png,0,0
g10,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/human_g10/30.png,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/computer_g10/11.png,0,1
g1,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/human_g10/45.png,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/computer_g1/41.png,0,1
g1,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/computer_g1/73.png,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/human_g10/54.png,1,1
g10,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/computer_g10/41.png,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/human_g10/49.png,1,0
g1,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/computer_g1/40.png,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/human_g10/10.png,1,0
g1,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/human_g10/81.png,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/computer_g1/67.png,0,1
g1,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/computer_g1/78.png,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/human_g10/57.png,1,1
g10,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/computer_g10/28.png,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/human_g10/23.png,1,1
g1,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/computer_g1/26.png,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/human_g10/40.png,1,0
g1,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/human_g10/68.png,/home/guus/Uni/AI_Master/Years/1/sem2/NatCo/NatCo-Project/data/turing_test_data/computer_g1/10.png,0,1
