Run,Iteration,Individual,Fitness,StringRepresentation
2,7,1,0.0,abs(((((abs(abs((x-y)))/0.62)/abs(sqrt(sin(z))))min(((abs((abs(x)minx))minx)min((cos(((abs((abs(abs((x-x)))minx))minx)min((sin((abs((abs(abs((x-x)))minx))minx))/x)/x)))^y)^(x/(y/y))))^x))+cos((x^x))))
2,7,2,0.0,abs((x+x))
2,7,3,3.0,sqrt(sin(((((abs(abs((x-x)))/0.62)/abs(sqrt(sin(z))))min((abs((y/(((abs(abs((x-y)))/0.62)/abs(sqrt(sin(z))))min(((abs((abs(x)minx))minx)min((cos(0.62)^y)^(x/(y/y))))^x))))min((cos(0.62)^y)^(x/(y/y))))^x))^abs((y/x)))))
2,7,4,0.0,abs((0.62+((abs((abs(abs((x-x)))minx))minx)min((sin((y^abs((y/x))))/y)/x))))
2,7,5,0.0,abs(((((abs(abs((x-y)))/0.62)/abs(sqrt(sin(z))))min(((abs((abs(x)minx))minx)min((cos(((abs((abs(abs((x-x)))minx))minx)min((sin((y^abs((y/x))))/x)/x)))^y)^(x/(x/y))))^x))+cos((x^x))))
2,7,6,1.0,abs((0.62+((abs((abs(abs((x-x)))minx))minx)min((sin((x^abs((y/x))))/x)/x))))
2,7,7,3.0,abs(((((abs(abs((x-y)))/0.62)/abs(sqrt(sin(z))))min(((abs((abs(x)minx))minx)min((cos(((abs((abs(abs((x-x)))minx))minx)min((sin((y^abs((y/x))))/x)/x)))^y)^(x/(y/y))))^x))+cos((y^x))))
2,7,8,1.0,abs((x+cos((0.62+((abs((abs(abs((x-x)))minx))minx)min((sin((y^abs((y/x))))/x)/x))))))
2,8,0,1.0,abs(((((abs(abs((x-y)))/0.62)/abs(sqrt(sin(z))))min(((abs((abs(x)minx))minx)min((cos(((abs((abs(abs((x-x)))minx))minx)min((sin((y^abs((y/x))))/x)/x)))^y)^(x/(y/y))))^x))+x))
2,8,1,2.0,abs((x+cos((0.62+((abs((abs(abs((cos((y^x))-x)))minx))minx)min((sin((y^abs((y/x))))/x)/x))))))
2,8,2,0.0,abs(((((abs(abs((x-y)))/0.62)/abs(sqrt(sin(z))))min(((abs((abs(x)minx))minx)min((cos(((abs((abs(abs((y-x)))minx))minx)min((sin((y^abs((y/x))))/x)/x)))^y)^(x/(y/y))))^x))+cos((y^x))))
2,8,3,0.0,abs(((((abs(abs((x-y)))/0.62)/abs(sqrt(sin(z))))min(((abs((abs(x)minx))minx)min((cos(((abs((abs(abs((x-x)))minx))minx)min((sin((x^abs((y/x))))/x)/x)))^y)^(x/(y/y))))^x))+cos((y^x))))
2,8,4,3.0,abs(((((abs(abs((x-y)))/0.62)/abs(0.62))min(((abs((abs(x)minx))minx)min((cos(((abs((abs(abs((x-x)))minx))minx)min((sin((y^abs((y/x))))/x)/x)))^y)^(x/(y/y))))^x))+cos((y^x))))
2,8,5,0.0,abs(((((abs(abs((x-y)))/sqrt(sin(z)))/abs(sqrt(sin(z))))min(((abs((abs(x)minx))minx)min((cos(((abs((abs(abs((x-x)))minx))minx)min((sin((y^abs((y/x))))/x)/x)))^y)^(x/(y/y))))^x))+cos((y^x))))
2,8,6,0.0,abs((x+cos((0.62+((abs((abs(abs((x-x)))minx))minx)min((sin((0.62^abs((y/x))))/x)/x))))))
2,8,7,2.0,abs(((((abs(abs((x-y)))/y)/abs(sqrt(sin(z))))min(((abs((abs(x)minx))minx)min((cos(((abs((abs(abs((x-x)))minx))minx)min((sin((y^abs((y/x))))/x)/x)))^y)^(x/(y/y))))^x))+cos((y^x))))
2,8,8,3.0,abs((x+cos(y)))
2,9,0,3.0,abs(((((abs(abs((x-y)))/0.62)/abs(0.62))min(((abs((abs(x)minx))minx)min((cos(((abs((abs(abs((x-x)))minx))minx)min((sin((y^abs((abs((y/x))/x))))/x)/x)))^y)^(x/(y/y))))^x))+cos((y^x))))
2,9,1,0.0,abs((x+cos((0.62+((abs((abs(abs((cos((y^x))-x)))minx))minx)min((sin((y^y))/x)/x))))))
2,9,2,0.0,abs((x+(abs(abs((x-y)))/0.62)))
2,9,3,2.0,abs((((x/abs(0.62))min(((abs((abs(x)minx))minx)min((cos(((abs((abs(abs((x-x)))minx))minx)min((sin((y^abs((y/x))))/x)/x)))^y)^(x/(y/y))))^x))+cos((y^x))))
2,9,4,3.0,abs((((abs(abs((x-x)))/abs(0.62))min(((abs((abs(x)minx))minx)min((cos(((abs((abs(abs((x-x)))minx))minx)min((sin((y^abs((y/x))))/x)/x)))^y)^(x/(y/y))))^x))+cos((y^x))))
2,9,5,3.0,abs(((((abs(abs((x-y)))/0.62)/abs(0.62))min(((abs((abs(x)minx))minx)min((cos(((abs(((abs(abs((x-y)))/0.62)minx))minx)min((sin((y^abs((y/x))))/x)/x)))^y)^(x/(y/y))))^x))+cos((y^x))))
2,9,6,0.0,abs(((((abs(abs((x-y)))/0.62)/abs(0.62))min(((abs((abs(x)minx))minx)min((cos(((abs((abs(abs((x-x)))minx))minx)min((sin((y^abs((0.62+((abs((abs(abs((cos((y^x))-x)))minx))minx)min((sin((y^abs((y/x))))/x)/x))))))/x)/x)))^y)^(x/(y/y))))^x))+cos((y^x))))
2,9,7,0.0,abs((x+cos((y/x))))
2,9,8,2.0,abs((x+cos(y)))
2,10,0,3.0,abs((((abs(abs((x-x)))/abs(0.62))min(((abs((abs(x)minx))minx)min((cos(((abs((abs(abs((x-x)))minx))minx)min((sin((y^abs((abs(abs((x-x)))minx))))/x)/x)))^y)^(x/(y/y))))^x))+cos((y^x))))
2,10,1,0.0,abs((((abs(abs((x-x)))/abs(0.62))min(((abs((abs(x)minx))minx)min((cos(((abs((y/x))minx)min((sin((y^abs((y/x))))/x)/x)))^y)^(x/(y/y))))^x))+cos((y^x))))
2,10,2,0.0,abs(((((abs(abs((x-y)))/0.62)/abs(0.62))min(((abs((abs(x)minx))minx)min((cos(((abs((abs(abs((x-x)))minx))minx)min((sin((y^abs((abs((x/x))/x))))/x)/x)))^y)^(x/(y/y))))^x))+cos((y^x))))
2,10,3,2.0,abs((x+y))
2,10,4,3.0,abs((((abs(abs((x-x)))/abs(0.62))min(((abs((abs(x)minx))minx)min((cos(((yminx)min((sin((y^abs((y/x))))/x)/x)))^y)^(x/(y/y))))^x))+cos((y^x))))
2,10,5,3.0,abs(((((abs(abs((x-y)))/0.62)/abs(0.62))min(((abs((abs(x)minx))minx)min((cos(((abs((abs(abs((x-x)))minx))minx)min((sin((y^abs((abs((y/x))/x))))/x)/x)))^y)^(x/(abs((abs(abs((x-x)))minx))/y))))^x))+cos((y^x))))
2,10,6,0.0,abs(((((abs(abs(abs((abs(abs((x-x)))minx))))/0.62)/abs(0.62))min(((abs((abs(x)minx))minx)min((cos(((abs(((abs(abs((x-y)))/0.62)minx))minx)min((sin((y^abs((y/x))))/x)/x)))^y)^(x/(y/y))))^x))+cos((y^x))))
2,10,7,0.0,abs((((abs(abs((x-x)))/abs(0.62))min(((abs((abs(x)minx))minx)min((cos((((x-y)minx)min((sin((y^abs((y/x))))/x)/x)))^y)^(x/(y/y))))^x))+cos((y^x))))
2,10,8,2.0,abs((((abs(abs((x-x)))/abs(0.62))min(((abs((abs(x)minx))minx)min((cos(((abs((abs(abs((x-x)))minx))minx)min((sin((y^abs((y/x))))/x)/x)))^y)^(x/(y/y))))^x))+y))
3,1,0,0.0,(abs(z)max((cos((abs(z)/(((y+y)^(yminz))-((y-y)*(x+y)))))/(ymax((abs((x^x))^(x/(0.62max0.62)))minz)))/((0.62/x)*0.62)))
3,1,1,0.0,(((((sqrt(((y^x)minabs(x)))/cos(abs(abs(z))))^((sin((zminy))/cos((z-z)))maxsin(sqrt((zmaxx)))))*abs((cos(cos((x*z)))mincos(sqrt((y*z))))))min(((cos(cos((x+0.62)))/sqrt(abs(sqrt(x))))-abs(((sqrt(z)*(y*y))minsqrt((0.62*y)))))maxsqrt((((sin(0.62)*(x+0.62))-sin((x-x)))*(((z/y)/abs(z))+(sqrt(y)*cos(x)))))))/(sqrt((((((0.62-0.62)/(xminz))+(sin(x)-(z-z)))max((sin(0.62)maxsqrt(z))+(cos(y)^sqrt(z))))*abs((abs(cos(y))*((y+y)+(y*0.62))))))+sqrt((abs(abs(sqrt((z/y))))min((((0.62/y)/(xmaxx))^((x-z)min(0.62*x)))+(((z^z)/cos(x))+((0.62min0.62)+(y/z))))))))
3,1,2,2.0,sqrt((((sqrt(sin(sin((zminx))))+((((x/y)+sqrt(y))-(sin(z)min(x^x)))min((abs(x)*(y+y))max((z/z)/(0.62/z)))))^cos((abs(((x^0.62)min(z+y)))^(((0.62+0.62)-(zmaxz))*((x-z)+(xminy))))))-((((((0.62^z)*(zmaxx))min((y*0.62)/(xmaxy)))^(cos((y-x))*(cos(z)*(xmaxx))))^((abs((x/z))/((y*x)-(0.62-z)))/(cos((x/y))-((z-x)*(0.62maxy)))))maxcos((((sqrt(y)-(y-y))+sqrt(cos(0.62)))-(((xminz)max(z/z))^(sin(z)*(x^z))))))))
3,1,3,0.0,y
3,1,4,3.0,((sqrt((((((z^0.62)min(0.62-y))^abs((z/x)))+(sqrt((xmax0.62))+((x*y)-(0.62/y))))^(cos(((0.62maxx)minabs(0.62)))+(cos(cos(x))-(abs(y)+(y+x))))))max((((sqrt((0.62/z))min(sin(0.62)max(0.62*x)))maxsqrt(((x/0.62)max(x/z))))^((sqrt((0.62^0.62))^sqrt((0.62min0.62)))/(abs((y/y))*((0.62+0.62)min(z-x)))))min(((sin((zmaxz))*((z^y)*sqrt(y)))/abs((cos(z)-(y+x))))*(((abs(0.62)+cos(x))+sin(cos(0.62)))max(cos(cos(z))/((0.62^y)^sin(x)))))))+(((cos(sqrt(((z*x)/(0.62*x))))max((abs((z*y))+((y*y)min(0.62^y)))maxabs(((0.62^z)/(xmaxz)))))^((sin(cos(sin(x)))/(((z-0.62)-cos(z))maxsin((xmaxz))))*((sin((0.62/x))^sqrt((0.62+y)))+sin(((z^y)*(zminx))))))^((abs(cos(abs(sqrt(y))))-(((sin(0.62)min(zmaxy))+((x*0.62)+(z*0.62)))+cos((sin(z)+(x+x)))))+((sin(((ymaxx)min(y+z)))max(abs(cos(x))max((ymaxz)+(x+0.62))))+cos((sqrt((x/z))max((0.62/z)+(zminz))))))))
3,1,5,1.0,(((((((sqrt(y)^(z+y))max((0.62^y)-abs(x)))-(((y*z)*abs(x))*sqrt(sin(y))))+(cos(sqrt((0.62minx)))/sin((cos(z)maxabs(0.62)))))min(((sqrt((0.62/x))-((0.62^y)/(y-0.62)))^(cos((xminx))^((y*y)*abs(z))))minsin((cos(sqrt(x))^((0.62maxz)*(0.62min0.62))))))+(cos((((cos(x)-(ymaxx))^sin(abs(x)))-cos(cos((0.62^x)))))^(((((y-x)-(y^z))-(sqrt(0.62)-sqrt(z)))max((abs(y)min(y*z))min(abs(0.62)min(y+x))))^((((y^y)^(x^z))*cos((zminx)))/(sqrt(abs(y))max((ymaxy)minsin(0.62)))))))/sqrt(cos(sin((((cos(x)*(xmin0.62))*sqrt(cos(z)))mincos(((xminy)min(xminy))))))))
3,1,6,2.0,(sin((((abs((sqrt(y)max(ymaxx)))max(sqrt((zmin0.62))/abs((ymaxx))))-abs(abs(sin(abs(x)))))+(((((0.62+x)-sqrt(0.62))max(abs(z)*(y-z)))*(abs(sqrt(y))+(cos(0.62)min(y+0.62))))+((((zminy)/(y-y))+(sin(y)/(0.62/0.62)))-abs((cos(z)-(xmin0.62)))))))-((((sin((sqrt(0.62)max(y/0.62)))^(sin((0.62-z))+((x*x)+(ymaxx))))max(sin(((0.62-0.62)^(zmaxx)))minsqrt(abs((zmin0.62)))))*(cos((sqrt(cos(z))+(cos(y)-cos(y))))*(cos((sqrt(y)*(xmaxx)))*cos(((0.62^y)-cos(z))))))*((((((0.62max0.62)+(x-x))/((z/x)*abs(x)))maxcos(((0.62^x)+(zmaxz))))/((abs((0.62-x))+(cos(0.62)+abs(y)))max(abs((x+0.62))*((x*x)min(0.62/x)))))^(cos(sin(((zmin0.62)minsin(z))))^((sqrt(abs(0.62))/cos((z+y)))/(sin((z^z))/((0.62^z)*(zminx))))))))
3,1,7,0.0,z
3,1,8,0.0,sqrt(sqrt(((abs((((x^z)minsin(z))*((0.62+y)min(0.62minx))))min(abs(sin((z-z)))/(((z-x)*sin(y))-(sqrt(z)max(y+x)))))min(((abs(sqrt(y))max((0.62-z)min(y*z)))min(cos((xmaxx))max((0.62max0.62)max(zminx))))/(((abs(0.62)maxcos(0.62))/sin(sqrt(y)))+((cos(x)/(z/z))max((0.62-z)-(yminz))))))))
3,2,0,0.0,((sqrt((((((z^0.62)min(0.62-y))^abs((z/x)))+(sqrt((xmax0.62))+((x*y)-(0.62/y))))^(cos(((0.62maxx)minabs(0.62)))+(cos(cos(x))-(abs(y)+(y+x))))))max(((abs(0.62)+cos(x))^((sqrt((0.62^0.62))^sqrt((0.62min0.62)))/(abs((y/y))*((0.62+0.62)min(z-x)))))min(((sin((zmaxz))*((z^y)*sqrt(y)))/abs((cos(z)-(y+x))))*(((abs(0.62)+cos(x))+sin(cos(0.62)))max(cos(cos(z))/((0.62^y)^sin(x)))))))+(((cos(sqrt(((z*x)/(0.62*x))))max((abs((z*y))+((y*y)min(0.62^y)))maxabs(((0.62^z)/(xmaxz)))))^((sin(cos(sin(x)))/(((z-0.62)-cos(z))maxsin((xmaxz))))*((sin((0.62/x))^sqrt((0.62+y)))+sin(((z^y)*(zminx))))))^((abs(cos(abs(sqrt(y))))-(((sin(0.62)min(zmaxy))+((x*0.62)+(z*0.62)))+cos((sin(z)+(x+x)))))+((sin(((ymaxx)min(y+z)))max(abs(cos(x))max((ymaxz)+(x+0.62))))+cos((sqrt((x/z))max((0.62/z)+(zminz))))))))
3,2,1,0.0,((sqrt((((((z^0.62)min(0.62-y))^abs((z/x)))+(sqrt((xmax0.62))+((x*y)-(0.62/y))))^(cos(((0.62maxx)minabs(0.62)))+(cos(cos(x))-(abs(y)+(y+x))))))max((((sqrt((0.62/z))min(sin(0.62)max(0.62*x)))maxsqrt(((x/0.62)max(x/z))))^((sqrt((0.62^0.62))^sqrt((0.62min0.62)))/(abs((y/y))*((0.62+0.62)min(z-x)))))min(((sin((zmaxz))*((z^y)*sqrt(y)))/abs((cos(z)-(y+x))))*((((sqrt((0.62/z))min(sin(0.62)max(0.62*x)))maxsqrt(((x/0.62)max(x/z))))+sin(cos(0.62)))max(cos(cos(z))/((0.62^y)^sin(x)))))))+(((cos(sqrt(((z*x)/(0.62*x))))max((abs((z*y))+((y*y)min(0.62^y)))maxabs(((0.62^z)/(xmaxz)))))^((sin(cos(sin(x)))/(((z-0.62)-cos(z))maxsin((xmaxz))))*((sin((0.62/x))^sqrt((0.62+y)))+sin(((z^y)*(zminx))))))^((abs(cos(abs(sqrt(y))))-(((sin(0.62)min(zmaxy))+((x*0.62)+(z*0.62)))+cos((sin(z)+(x+x)))))+((sin(((ymaxx)min(y+z)))max(abs(cos(x))max((ymaxz)+(x+0.62))))+cos((sqrt((x/z))max((0.62/z)+(zminz))))))))
3,2,2,0.0,((sqrt((((((z^0.62)min(0.62-y))^abs((z/x)))+(sqrt((xmax0.62))+((x*y)-(0.62/y))))^(cos(((0.62maxx)minabs(0.62)))+(cos(cos(x))-(abs(y)+(y+x))))))max((((sqrt((0.62/z))min(sin(0.62)max(0.62*x)))maxsqrt(((x/0.62)max(x/z))))^((sqrt((0.62^0.62))^sqrt((0.62min0.62)))/(abs((y/y))*((0.62+0.62)min(z-x)))))min(((sin((zmaxz))*((z^y)*sqrt(y)))/abs((cos(z)-(y+x))))*(((abs(0.62)+cos(x))+sin(cos(0.62)))max(cos(cos(z))/((0.62^y)^sin(x)))))))+(((cos(sqrt(((z*x)/(0.62*x))))max((abs((z*y))+((((ymaxz)+(x+0.62))*y)min(0.62^y)))maxabs(((0.62^z)/(xmaxz)))))^((sin(cos(sin(x)))/(((z-0.62)-cos(z))maxsin((xmaxz))))*((sin((0.62/x))^sqrt((0.62+y)))+sin(((z^y)*(zminx))))))^((abs(cos(abs(sqrt(y))))-(((sin(0.62)min(zmaxy))+((x*0.62)+(z*0.62)))+cos((sin(z)+(x+x)))))+((sin(((ymaxx)min(y+z)))max(abs(cos(x))max((ymaxz)+(x+0.62))))+cos((sqrt((x/z))max((0.62/z)+(zminz))))))))
3,2,3,0.0,((sqrt((((((z^0.62)min(0.62-y))^abs((z/x)))+(sqrt((xmax0.62))+((x*y)-(0.62/y))))^(cos(((0.62maxx)minabs(0.62)))+(cos(cos(x))-(abs(y)+(y+x))))))max((((sqrt((0.62/z))min(sin(0.62)max(0.62*x)))maxsqrt(((x/0.62)max(x/z))))^((sqrt((0.62^0.62))^sqrt((0.62min0.62)))/(abs((y/y))*((0.62+0.62)min(z-x)))))min(((sin((zmaxz))*((z^y)*sqrt(y)))/abs((cos(z)-(y+x))))*(((abs(0.62)+cos(x))+sin(cos(0.62)))max(cos(cos(z))/((0.62^y)^sin(x)))))))+(((cos(sqrt(((z*x)/(0.62*x))))max((abs((z*y))+((y*y)min(0.62^y)))maxabs(((0.62^z)/(xmaxz)))))^((sin(cos(sin(x)))/(((z-0.62)-cos(z))maxsin((xmaxz))))*((sin((0.62/x))^sqrt((0.62+y)))+sin(((z^y)*(zminx))))))^((abs(cos(abs(sqrt(y))))-(((sin(0.62)min(zmaxy))+((x*0.62)+(z*0.62)))+cos((sin(z)+(x+x)))))+((sin(((ymaxx)min(y+z)))max(abs(cos(x))maxy))+cos((sqrt((x/z))max((0.62/z)+(zminz))))))))
